qualified_name,type,category,file_path,line_start,line_end,description,inputs,outputs,raises,dependencies,side_effects,idempotency,async,stability,tests,notes
services.natal_services:_asc_mc_and_cusps_utc,function,Core,services/natal_services.py,84,101,"Returns (cusps[1..12], ascmc[0..9]).",dtu:dt.datetime (required); lat_deg:float (required); lon_deg:float (required); house_sys:str='P' (optional); flags:Optional[int]=None (optional),"return: Tuple[List[float], List[float]]; side_effects: logging",none,_houses_compat; _julday_utc; get_flags,logging,idempotent,false,stable,not found,
services.natal_services:_sign_index,function,Core,services/natal_services.py,103,105,0..11 for Aries..Pisces on sidereal circle.,longitude_deg:float (required),return: int,none,int,none,unknown,false,stable,not found,
services.natal_services:_house_whole_sign,function,Core,services/natal_services.py,107,110,Implements `_house_whole_sign`.,planet_lon:float (required); asc_lon:float (required),return: int,none,_sign_index,none,unknown,false,stable,not found,
services.natal_services:_normalize_deg,function,Core,services/natal_services.py,112,114,Implements `_normalize_deg`.,x:float (required),return: float,none,none,none,unknown,false,stable,not found,
services.natal_services:_wrap_cusp_segment,function,Core,services/natal_services.py,116,125,Returns True if angle x lies within arc a->b going forward (wrapping 360).,a:float (required); b:float (required); x:float (required),return: bool,none,_normalize_deg,none,unknown,false,stable,not found,
services.natal_services:_as_12_cusps,function,Core,services/natal_services.py,127,141,"Normalize Swiss Ephemeris cusp outputs to a 12-length, 0-based list.",cusps_obj:Any (required),return: list[float],ValueError(f'Unexpected number of cusps: {len(seq)} (expected 12 or 13)'),ValueError; _normalize_deg; len; list,none,unknown,false,stable,not found,
services.natal_services:_house_by_cusps,function,Core,services/natal_services.py,143,154,House by quadrant system cusps: find segment between cusp i and i+1 (wrapping).,planet_lon:float (required); cusps:List[float] (required),return: int,none,_as_12_cusps; _wrap_cusp_segment; range,none,unknown,false,stable,not found,
services.natal_services:_norm360,function,Core,services/natal_services.py,162,164,Implements `_norm360`.,x:float (required),return: float,none,none,none,unknown,false,stable,not found,
services.natal_services:lon_to_sign_deg_min,function,Core,services/natal_services.py,166,184,"Convert ecliptic longitude (deg) to (sign_name, deg_in_sign, minutes).",lon_deg:float (required),"return: tuple[str, int, int]",none,_norm360; divmod; int; round,none,unknown,false,stable,not found,
services.natal_services:format_lon_as_sign,function,Core,services/natal_services.py,186,188,Implements `format_lon_as_sign`.,lon_deg:float (required),return: str,none,lon_to_sign_deg_min,none,unknown,false,stable,not found,
services.natal_services:planet_positions_and_houses,function,Core,services/natal_services.py,190,281,Returns:,birth_date:str | dt.date | dt.datetime (required); birth_time:Optional[str] (required); birth_tz:str (required); lat_deg:float (required); lon_deg:float (required); ayanamsha_mode:str='sidereal' (optional); ayanamsha_name:str='Lahiri' (optional); ayanamsha_custom_offset_deg:float | None=None (optional); house_system:str='WHOLE' (optional),"return: Dict[str, dict]; side_effects: logging",TypeError('birth_date must be str/date/datetime'),TypeError; ZoneInfo; _as_12_cusps; _asc_mc_and_cusps_utc; _house_by_cusps; _house_whole_sign; _planet_longitudes_utc; _to_utc; birth_date.date; birth_time.split; current_ayanamsha_info; dt.date.fromisoformat; dt.datetime; get_flags; int; isinstance; len; plon.items; range; round,logging,idempotent,false,risky,not found,Risk: broad exception catch; large function >80 LOC
services.natal_services:calculate_natal_chart_data,function,Core,services/natal_services.py,283,314,Implements `calculate_natal_chart_data`.,payload:BirthPayload (required),return: NatalChartData; side_effects: network,none,NatalChartData; PLANET_FULL_NAMES.get; PlanetEntry; data.get; int; lon_to_sign_deg_min; planet_positions_and_houses; planets.append; pos.items; round; short.startswith,network,non-idempotent,false,stable,not found,
services.natal_services:compute_natal_natal_aspects,function,Core,services/natal_services.py,316,349,Implements `compute_natal_natal_aspects`.,payload:BirthPayload (required),return: List[NatalAspectItem]; side_effects: network,none,"ASPECTS.items; NATAL_ASPECT_ORB_DEG.get; NatalAspectItem; a.upper; abs; b.upper; code.upper; get_card_fields; get_card_fields(f'{a.upper()}_{code.upper()}_{b.upper()}__v1.0.0', fields='core_meaning,facets', lang_code=payload.lang_code).get; items.append; items.sort; k.startswith; len; longitudes.keys; max; planet_positions_and_houses; pos.items; range; round",network,non-idempotent,false,stable,not found,
services.natal_services:compute_natal_ai_summary,function,Core,services/natal_services.py,351,356,Implements `compute_natal_ai_summary`.,aspects_text:List[NatalAspectItem] (required); lang_code:str='en' (optional),return: str,none,generate_astrology_AI_summary; get_system_prompt_natal; get_user_prompt_natal,none,unknown,false,stable,not found,
services.natal_services_v1_bkup:calculate_natal_positions,function,Core,services/natal_services_v1_bkup.py,47,64,Calculate natal planet positions for given birth details.,birth_date:str (required); birth_time:str (required); birth_tz:str='UTC' (optional); flags:int | None=None (optional); with_planet_name:bool=True (optional),"return: Dict[int, float]",none,_planet_name_short; calc_planet_pos; get_flags; natal_pos.items,none,unknown,false,stable,not found,
services.natal_services_v1_bkup:calculate_natal_aspects,function,Core,services/natal_services_v1_bkup.py,66,93,Calculate natal aspects based on planet positions and orb values.,"natal_positions:Dict[int, float] (required); orb_values:Dict[int, float]=ASPECT_ORB_DEG (optional)",return: list; side_effects: logging,none,aspect_rows.append; find_aspects,logging,idempotent,false,stable,not found,
services.report_services:compute_life_events,function,Core,services/report_services.py,23,111,Compute upcoming life events using transit-to-natal aspect windows.,payload:BirthPayload (required); start_date:Optional[dt.date]=None (optional); horizon_days:int=1825 (optional); sample_step_hours:int=24 (optional); limit:int=5000 (optional),return: List[LifeEvent]; side_effects: network,none,"', '.join; ASPECT_CODE_MAP.get; LifeEvent; PLANET_CODE_MAP.get; a.upper; anchor.isoformat; calc_aspect_periods; data.append; dt.date.today; dt.timedelta; end.isoformat; get_card_fields; isinstance; n.upper; p.end_dt.date; p.end_dt.date().isoformat; p.exact_dt.date; p.exact_dt.date().isoformat; p.start_dt.date; p.start_dt.date().isoformat",network,non-idempotent,false,risky,not found,Risk: broad exception catch; large function >80 LOC
services.report_services:compute_timeline,function,Core,services/report_services.py,114,231,Build timeline items and summary for the given request.,req:TimelineRequest (required),"return: TimelineData; side_effects: logging, network",none,"', '.join; ASPECT_CODE_MAP.get; PLANET_CODE_MAP.get; TimelineData; TimelineItem; a.upper; calc_aspect_periods; dt.date.fromisoformat; dt.timedelta; end.isoformat; fields.get; get_card_fields; isinstance; items.append; len; n.upper; p.end_dt.isoformat; p.exact_dt.isoformat; p.start_dt.isoformat; print","logging, network",non-idempotent,false,risky,not found,Risk: broad exception catch; large function >80 LOC; silent exception handling
services.report_services:dailyWeeklyTimeline,function,Core,services/report_services.py,233,250,Build bilingual daily/weekly summary focused on description + facets.,payload:TimelineRequest (required); day_or_week:str='daily' (optional); lang_code:str='en' (optional),return: DailyWeeklyData; side_effects: logging,none,DailyWeeklyData; compute_daily_weekly_ai_summary; compute_timeline; strip_html; timeline_report_text,logging,idempotent,false,stable,not found,
services.report_services:upcoming_event,function,Core,services/report_services.py,252,349,Expand LifeEvent windows into per-day calendar entries.,events:List[LifeEvent] (required); from_date:Optional[dt.date]=None (optional); to_date:Optional[dt.date]=None (optional),"return: List[Dict[str, Any]]",none,"_event_range; _normalize_description; _parse_date; ast.literal_eval; daily.keys; daily.setdefault; daily.setdefault(d, []).append; day.isoformat; desc.strip; dt.date.fromisoformat; dt.date.today; dt.timedelta; getattr; isinstance; left.strip; max; min; out.append; right.strip; s.endswith",none,unknown,false,risky,found,Risk: broad exception catch; large function >80 LOC
services.report_services:compute_report_ai_summary,function,Core,services/report_services.py,351,357,Implements `compute_report_ai_summary`.,aspects_text:str (required); lang_code:str='en' (optional),return: str,none,generate_astrology_AI_summary; get_system_prompt_report; get_user_prompt_report; lang_code.lower,none,unknown,false,stable,not found,
services.report_services:compute_daily_weekly_ai_summary,function,Core,services/report_services.py,359,372,Implements `compute_daily_weekly_ai_summary`.,aspects_text:str (required); payload:TimelineRequest (required); day_or_week:str='daily' (optional); lang_code:str='en' (optional),return: str,"ValueError(f""day_or_week must be 'daily' or 'weekly' (got: {day_or_week!r})"")",(day_or_week or '').strip().lower; ValueError; day_or_week or ''.strip; generate_astrology_AI_summary; get_system_prompt_daily; get_system_prompt_weekly; get_user_prompt_daily; get_user_prompt_weekly,none,unknown,false,stable,not found,
services.report_services:generate_report_pdf,function,Core,services/report_services.py,374,394,Implements `generate_report_pdf`.,payload:TimelineRequest (required); lang_code:Any='en' (optional); store_to_s3:bool=False (optional),"return: str; side_effects: logging, network, s3",none,S3Target; compute_report_ai_summary; compute_timeline; create_timeline_pdf_report; strip_html; timeline_report_plot; timeline_report_text; upload_file_to_s3,"logging, network, s3",non-idempotent,false,stable,found,
services.synastry_group_services:_ensure_project_root_on_syspath,function,Schemas,services/synastry_group_services.py,75,83,Ensure project root (parent of this file's directory) is in sys.path.,none,return: None; side_effects: db,none,os.path.abspath; os.path.dirname; os.path.join; sys.path.insert,db,non-idempotent,false,stable,not found,
services.synastry_group_services:is_supported_type,function,Schemas,services/synastry_group_services.py,194,196,Return True if t is a supported compatibility type label.,t:str (required),return: bool,none,none,none,unknown,false,stable,not found,
services.synastry_group_services:_normalize_weights,function,Schemas,services/synastry_group_services.py,252,256,Implements `_normalize_weights`.,"d:Dict[str, float] (required)","return: Dict[str, float]",none,d.items; d.values; float; max; sum,none,unknown,false,stable,not found,
services.synastry_group_services:PersonInput.validate_timezone,method,Schemas,services/synastry_group_services.py,331,335,Implements `PersonInput.validate_timezone`.,none,return: None,ValueError(f'Invalid IANA time zone: {self.timeZone}'),ValueError; ZoneInfo,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:PersonInput.cache_key,method,Schemas,services/synastry_group_services.py,337,338,Implements `PersonInput.cache_key`.,none,return: str,none,float,none,unknown,false,stable,not found,
services.synastry_group_services:register_custom_kpi,function,Schemas,services/synastry_group_services.py,358,367,Register a custom KPI for extension.,"name:str (required); rule_fn:Callable[[Any], float] (required)",return: None,ValueError('Invalid KPI registration: name and callable rule_fn required.'),ValueError; callable,none,unknown,false,stable,not found,
services.synastry_group_services:clamp_0_100,function,Schemas,services/synastry_group_services.py,371,387,"Clamp a float to [0, 100].",x:float (required),return: float,none,float,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:scale_0_100,function,Schemas,services/synastry_group_services.py,390,407,"Scale x from [min_x, max_x] into [0, 100]. If degenerate, return 50.",x:float (required); min_x:float (required); max_x:float (required),return: float,none,clamp_0_100; float,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:z_score_to_0_100,function,Schemas,services/synastry_group_services.py,410,422,Map a z-score to 0..100 via a sigmoid-like transform.,z:float (required),return: float,none,clamp_0_100; float; max; min,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:safe_mean,function,Schemas,services/synastry_group_services.py,425,429,Implements `safe_mean`.,values:Iterable[float] (required); default:float=0.0 (optional),return: float,none,float; isnan; mean,none,unknown,false,stable,not found,
services.synastry_group_services:rank_top,function,Schemas,services/synastry_group_services.py,432,435,Implements `rank_top`.,"d:Dict[str, float] (required); n:int=2 (optional); reverse:bool=True (optional)","return: List[Tuple[str, float]]",none,d.items; items.sort; list,none,unknown,false,stable,not found,
services.synastry_group_services:_badge_for_score,function,Schemas,services/synastry_group_services.py,438,442,Implements `_badge_for_score`.,score:float (required),"return: Tuple[str, str]",none,none,none,unknown,false,stable,not found,
services.synastry_group_services:describe_pair,function,Schemas,services/synastry_group_services.py,445,453,Compose a concise description from KPI scores. <= 280 chars.,"kpis:Dict[str, float] (required)",return: str,none,"', '.join; rank_top",none,unknown,false,stable,not found,
services.synastry_group_services:_person_to_natal_payload,function,Schemas,services/synastry_group_services.py,457,467,Implements `_person_to_natal_payload`.,p:PersonInput (required),"return: Dict[str, Any]",none,none,none,unknown,false,stable,not found,
services.synastry_group_services:get_natal,function,Schemas,services/synastry_group_services.py,471,506,LRU-cached natal computation wrapper.,person_key:str (required); person_payload_json:str (required),"return: Dict[str, Any]; side_effects: logging, network",none,ac_calc_planet_pos; ac_get_house_cusps; json.loads; logger.warning; lru_cache; payload.get,"logging, network",non-idempotent,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:_pair_kpi_scores,function,Schemas,services/synastry_group_services.py,510,583,Compute KPI scores for a pair given their natals.,"natalA:Dict[str, Any] (required); natalB:Dict[str, Any] (required); compatibility_type:CompatibilityType (required); settings:Optional[GroupSettings]=None (optional)","return: Dict[str, float]; side_effects: logging, network",none,GroupSettings; _scale10; base.get; clamp_0_100; float; kpi_scores.get; kpi_scores.setdefault; logger.debug; logger.warning; natalA.get; natalB.get; p1.get; p2.get; print; res.get; sg_calculate_synastry; syn.get; vedic_compute_ashtakoota,"logging, network",non-idempotent,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:_pair_total_score,function,Schemas,services/synastry_group_services.py,586,594,Implements `_pair_total_score`.,"kpi_scores:Dict[str, float] (required); compatibility_type:CompatibilityType (required)",return: float; side_effects: network,none,TYPE_KPI_WEIGHTS.get; _normalize_weights; clamp_0_100; float; kpi_scores.get; weights.items,network,non-idempotent,false,stable,not found,
services.synastry_group_services:compute_pair,function,Schemas,services/synastry_group_services.py,597,636,Compute pairwise compatibility result between two people.,personA:PersonInput (required); personB:PersonInput (required); compatibility_type:CompatibilityType (required); settings:Optional[GroupSettings]=None (optional),"return: PairwiseResult; side_effects: filesystem, logging",none,GroupSettings; PairwiseResult; _pair_kpi_scores; _pair_total_score; _person_to_natal_payload; describe_pair; float; get_natal; json.dumps; kpis.items; personA.cache_key; personA.validate_timezone; personB.cache_key; personB.validate_timezone; print; round,"filesystem, logging",non-idempotent,false,stable,not found,
services.synastry_group_services:_aggregate_group_kpis,function,Schemas,services/synastry_group_services.py,640,645,Implements `_aggregate_group_kpis`.,pairs:List[PairwiseResult] (required),"return: Dict[str, float]; side_effects: network",none,acc.items; acc[k].append; float; pr.kpi_scores.get; round; safe_mean,network,non-idempotent,false,stable,not found,
services.synastry_group_services:_cohesion_metrics,function,Schemas,services/synastry_group_services.py,648,671,Implements `_cohesion_metrics`.,pairs:List[PairwiseResult] (required); people:List[PersonInput] (required),"return: Dict[str, float]; side_effects: network",none,G.add_edge; G.add_node; G.edges; _nx.Graph; clamp_0_100; d.get; float; len; pstdev; round; safe_mean; scale_0_100; sum,network,non-idempotent,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:_compose_total_group_score,function,Schemas,services/synastry_group_services.py,674,678,Implements `_compose_total_group_score`.,"base:float (required); metrics:Dict[str, float] (required)",return: float; side_effects: network,none,clamp_0_100; metrics.get,network,non-idempotent,false,stable,not found,
services.synastry_group_services:_detect_outliers_cliques,function,Schemas,services/synastry_group_services.py,681,724,Implements `_detect_outliers_cliques`.,pairs:List[PairwiseResult] (required); people:List[PersonInput] (required),"return: Dict[str, Any]",none,G.add_edge; G.add_node; _nx.Graph; _nx.connected_components; by_member.items; by_member[pr.person1].append; by_member[pr.person2].append; cliques.append; float; int; len; list; max; member_means.items; member_means.values; min; pstdev; safe_mean; sorted,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:analyze_group,function,Schemas,services/synastry_group_services.py,727,792,Analyze a group and produce aggregated KPIs and a card payload.,inputs:List[PersonInput] (required); compatibility_type:CompatibilityType (required); settings:Optional[GroupSettings]=None (optional),return: GroupResult; side_effects: logging,ValueError('At least two people are required for group analysis.'),GroupKPI; GroupResult; GroupSettings; PairwiseResult; ValueError; _aggregate_group_kpis; _cohesion_metrics; _compose_total_group_score; combinations; compute_pair; float; group_kpis_scores.items; len; list; logger.warning; pair_results.append; range; round; safe_mean; short_summary_builder,logging,idempotent,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:short_summary_builder,function,Schemas,services/synastry_group_services.py,796,807,Implements `short_summary_builder`.,"total_score:float (required); kpis:Dict[str, float] (required); pairs_sorted:List[PairwiseResult] (required)",return: str,none,"', '.join; _badge_for_score; rank_top; round",none,unknown,false,stable,not found,
services.synastry_group_services:to_shareable_card,function,Schemas,services/synastry_group_services.py,810,852,Shape a JSON-serializable payload for frontend display.,result:GroupResult (required),"return: Dict[str, Any]",none,_badge_for_score; enumerate; float; kpi_map.items; len; range; rank_top; round; sorted,none,unknown,false,stable,not found,
services.synastry_group_services:explain_pair_kpis,function,Schemas,services/synastry_group_services.py,855,871,Implements `explain_pair_kpis`.,pair:PairwiseResult (required),"return: Dict[str, str]",none,pair.kpi_scores.items,none,unknown,false,stable,not found,
services.synastry_group_services:kpi_catalog,function,Schemas,services/synastry_group_services.py,875,876,Implements `kpi_catalog`.,none,return: List[str],none,list,none,unknown,false,stable,not found,
services.synastry_group_services:weights_profile,function,Schemas,services/synastry_group_services.py,879,887,Return normalized KPI weights for a given compatibility type.,compatibility_type:CompatibilityType (required),"return: Dict[str, float | str]; side_effects: network",none,TYPE_KPI_WEIGHTS.get; dict,network,non-idempotent,false,stable,not found,
services.synastry_group_services:_to_person_input,function,Schemas,services/synastry_group_services.py,891,919,Convert an incoming object/dict/Pydantic model into PersonInput.,p:Any (required),return: PersonInput,ValueError(f'Invalid person payload: {e}'),PersonInput; ValueError; dict; getattr; hasattr; isinstance; p.model_dump,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_group_services:analyze_group_api_payload,function,Schemas,services/synastry_group_services.py,922,984,"High-level helper for API layer: validate, analyze, and shape data.",people:List[Any] (required); compatibility_type:CompatibilityType (required); settings:Optional[GroupSettings]=None (optional); max_people:int=10 (optional),"return: Dict[str, Any]","ValueError('At least 2 people required'); ValueError(f""Unsupported group type '{compatibility_type}'. Allowed: {sorted(COMPATIBILITY_TYPES)}""); ValueError(f'Max {max_people} people supported in this endpoint')",ValueError; _to_person_input; analyze_group; float; harmony_rows.append; is_supported_type; len; max; pair_rows.append; pr.kpi_scores.items; round; sorted,none,unknown,false,stable,not found,
services.synastry_services:_short,function,Core,services/synastry_services.py,120,121,Implements `_short`.,pid:int (required),return: str,none,swe.get_planet_name,none,unknown,false,stable,not found,
services.synastry_services:_delta_circ,function,Core,services/synastry_services.py,124,126,Implements `_delta_circ`.,a:float (required); b:float (required),return: float,none,abs,none,unknown,false,stable,not found,
services.synastry_services:_dist_to_aspect,function,Core,services/synastry_services.py,129,130,Implements `_dist_to_aspect`.,sep:float (required); aspect_angle:int (required),return: float,none,_delta_circ; float,none,unknown,false,stable,not found,
services.synastry_services:_sign_from_lon,function,Core,services/synastry_services.py,133,135,Implements `_sign_from_lon`.,lon:float (required),return: str,none,int; math.floor,none,unknown,false,stable,not found,
services.synastry_services:_normalize_name,function,Core,services/synastry_services.py,138,145,Implements `_normalize_name`.,name:str (required),return: str; side_effects: network,none,m.get,network,non-idempotent,false,stable,not found,
services.synastry_services:calculate_planetary_angles,function,Core,services/synastry_services.py,150,188,Cross-aspects between every planet of person1 and person2.,"pos1:Dict[int, float] (required); pos2:Dict[int, float] (required); aspect_orbs:Dict[int, float] | None=None (optional)",return: List[Dict]; side_effects: network,none,_delta_circ; _dist_to_aspect; _short; aspect_orbs.get; float; out.append; out.sort; pos1.items; pos2.items; round,network,non-idempotent,false,stable,not found,
services.synastry_services:get_natal_characteristics,function,Core,services/synastry_services.py,191,244,Derive simple traits from planetary longitudes (no houses/dignities yet).,"positions:Dict[int, float] (required)",return: Dict; side_effects: network,none,_short; _sign_from_lon; counts_element.items; counts_element.values; counts_modality.items; element_pct.items; key_signs.get; max; modality_pct.items; positions.items; round; sum,network,non-idempotent,false,stable,not found,
services.synastry_services:_score_aspect_list,function,Core,services/synastry_services.py,247,272,Score 0-10 from a set of planet pairs using aspect base weights and orb tightness.,"aspects:List[Dict] (required); pairs:List[Tuple[str, str]] (required)",return: float; side_effects: network,none,ASPECT_BASE_SCORE.get; NATAL_ASPECT_ORB_DEG.get; float; max; min,network,non-idempotent,false,stable,not found,
services.synastry_services:_elemental_balance_score,function,Core,services/synastry_services.py,275,280,Implements `_elemental_balance_score`.,traits1:Dict (required); traits2:Dict (required),return: float; side_effects: network,none,abs; e1.get; e2.get; max; min; sum; traits1.get; traits2.get,network,non-idempotent,false,stable,not found,
services.synastry_services:calculate_compatibility_scores,function,Core,services/synastry_services.py,283,325,Compute KPI scores 0-10 using cross-aspects and basic natal traits.,aspects:List[Dict] (required); traits1:Dict (required); traits2:Dict (required),return: Dict,none,_elemental_balance_score; _score_aspect_list; round; sum,none,unknown,false,stable,not found,
services.synastry_services:_parse_person_input,function,Core,services/synastry_services.py,330,347,Convert person JSON into calc_planet_pos kwargs and a clean identity dict.,person:Dict (required),"return: Tuple[Dict, Dict]; side_effects: network",none,person.get,network,non-idempotent,false,stable,not found,
services.synastry_services:calculate_synastry,function,Core,services/synastry_services.py,350,404,End-to-end synastry calculator.,person1_data:Dict (required); person2_data:Dict (required),return: Dict,none,_parse_person_input; calc_planet_pos; calculate_compatibility_scores; calculate_planetary_angles; get_natal_characteristics; kpi_scores.items; round,none,unknown,false,stable,not found,
services.synastry_vedic_services:koota_compatibility_status,function,Core,services/synastry_vedic_services.py,91,117,Map a koota score to a simple compatibility status label.,awarded:float (required); max_points:float (required),return: str,none,float,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_vedic_services:validate_input,function,Core,services/synastry_vedic_services.py,350,371,Validate that the input dict has required keys and reasonable values.,person:dict (required),return: None,"ValueError(f""Invalid timeZone: {person['timeZone']}""); ValueError(f'Missing keys in person: {missing}'); ValueError(f'latitude out of bounds: {lat}'); ValueError(f'longitude out of bounds: {lon}')",ValueError; ZoneInfo; float,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_vedic_services:to_datetime_local,function,Core,services/synastry_vedic_services.py,375,393,Parse local date/time strings with ZoneInfo timezone.,date_str:str (required); time_str:str (required); tz_str:str (required),return: datetime,ValueError(f'Invalid timeZone: {tz_str}'),ValueError; ZoneInfo; datetime.fromisoformat; dt_local.astimezone; dt_local.replace,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_vedic_services:to_utc,function,Core,services/synastry_vedic_services.py,396,404,Convert a local timezone-aware datetime to UTC (aware).,dt_local:datetime (required); tz_str:str (required),return: datetime,ValueError(f'Invalid timeZone: {tz_str}'),ValueError; ZoneInfo; dt_local.astimezone; dt_local.replace,none,unknown,false,risky,not found,Risk: broad exception catch
services.synastry_vedic_services:tropical_to_sidereal,function,Core,services/synastry_vedic_services.py,407,418,Convert a tropical ecliptic longitude to sidereal using a fixed offset.,lon_deg:float (required); ayanamsa:str='lahiri' (optional),return: float; side_effects: network,ValueError(f'Unsupported ayanamsa for fixed-offset conversion: {ayanamsa}'),AYANAMSA_OFFSETS_DEG.get; ValueError; ayanamsa.lower,network,non-idempotent,false,stable,not found,
services.synastry_vedic_services:get_moon_longitude,function,Core,services/synastry_vedic_services.py,421,457,Return Moon ecliptic longitude (deg) per requested coordinate system.,dt_utc:datetime (required); lat:float (required); lon:float (required); ayanamsa:str='lahiri' (optional); coordinate_system:str='sidereal' (optional),return: float; side_effects: network,ValueError('Ephemeris call did not return Moon position.'),ValueError; ac_calc_planet_pos; ayanamsa.lower; coordinate_system.lower; d.date; d.date().isoformat; d.time; d.time().replace; d.time().replace(microsecond=0).isoformat; dt_utc.astimezone; float; name_map.get,network,non-idempotent,false,stable,not found,
services.synastry_vedic_services:moon_to_rashi,function,Core,services/synastry_vedic_services.py,460,463,"Moon longitude (deg) -> Rashi index (1..12), Aries=1.",moon_lon_deg:float (required),return: int,none,int,none,unknown,false,stable,not found,
services.synastry_vedic_services:moon_to_nakshatra_index_and_pada,function,Core,services/synastry_vedic_services.py,466,478,Compute nakshatra index (0..26) and pada (1..4) for Moon.,moon_lon_deg:float (required),"return: Tuple[int, int]",none,int,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_varna,function,Core,services/synastry_vedic_services.py,483,497,Varna scoring (out of 1).,rashi1:int (required); rashi2:int (required),return: Dict,none,none,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_vashya,function,Core,services/synastry_vedic_services.py,500,506,Vashya scoring (out of 2) using group compatibility matrix.,rashi1:int (required); rashi2:int (required),return: Dict; side_effects: network,none,"VASHYA_SCORE.get; VASHYA_SCORE.get(g1, {}).get; float",network,non-idempotent,false,stable,not found,
services.synastry_vedic_services:_tara_group,function,Core,services/synastry_vedic_services.py,509,515,Implements `_tara_group`.,n1:int (required); n2:int (required),"return: Tuple[int, int]",none,min,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_tara,function,Core,services/synastry_vedic_services.py,518,538,Tara (Dina) scoring (out of 3).,nak1:int (required); nak2:int (required); strict_tradition:bool=True (optional),return: Dict,none,_tara_group,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_yoni,function,Core,services/synastry_vedic_services.py,541,558,Yoni scoring (out of 4) using yoni mapping and friendly/enemy sets.,nak1:int (required); nak2:int (required),return: Dict; side_effects: network,none,YONI_ENEMIES.get; YONI_FRIENDS.get; set,network,non-idempotent,false,stable,not found,
services.synastry_vedic_services:_graha_relation,function,Core,services/synastry_vedic_services.py,561,585,Implements `_graha_relation`.,a:str (required); b:str (required),"return: Tuple[str, float]",none,rel_to,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_graha_maitri,function,Core,services/synastry_vedic_services.py,588,598,Graha Maitri (Rasyadhipati) scoring (out of 5).,rashi1:int (required); rashi2:int (required),return: Dict,none,_graha_relation,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_gana,function,Core,services/synastry_vedic_services.py,601,606,Gana scoring (out of 6) using classical matrix.,nak1:int (required); nak2:int (required),return: Dict,none,float,none,unknown,false,stable,not found,
services.synastry_vedic_services:_sign_distance,function,Core,services/synastry_vedic_services.py,609,610,Implements `_sign_distance`.,a:int (required); b:int (required),return: int,none,none,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_bhakoot,function,Core,services/synastry_vedic_services.py,613,643,Bhakoot scoring (out of 7) using sign distances.,rashi1:int (required); rashi2:int (required),return: Dict,none,_sign_distance,none,unknown,false,stable,not found,
services.synastry_vedic_services:score_nadi,function,Core,services/synastry_vedic_services.py,646,655,Nadi scoring (out of 8). Same Nadi → 0 else 8. Exceptions toggle is provided but off by default.,nak1:int (required); nak2:int (required); use_exceptions:bool=False (optional),return: Dict,none,bool,none,unknown,false,stable,not found,
services.synastry_vedic_services:sum_scores,function,Core,services/synastry_vedic_services.py,658,668,Aggregate scores and enforce rounding to at most 1 decimal.,"parts:Dict[str, Dict] (required)",return: Dict; side_effects: network,none,MAX_POINTS.get; float; int; parts.items; round; v.get,network,non-idempotent,false,stable,not found,
services.synastry_vedic_services:interpret_total_score,function,Core,services/synastry_vedic_services.py,671,694,Classify total Gun Milan score into standard match bands.,total:float (required),return: Dict,none,round,none,unknown,false,stable,not found,
services.synastry_vedic_services:_namecase_ayan,function,Core,services/synastry_vedic_services.py,699,700,Implements `_namecase_ayan`.,ayanamsa:str (required),return: str; side_effects: network,none,"ayanamsa.lower; {'lahiri': 'Lahiri', 'krishnamurti': 'Krishnamurti', 'raman': 'Raman'}.get",network,non-idempotent,false,stable,not found,
services.synastry_vedic_services:derive_non_scoring_insights,function,Core,services/synastry_vedic_services.py,703,717,"Produce qualitative, non-scoring notes based on graha maitri and a few planet pairs.",person1_meta:dict (required); person2_meta:dict (required),return: Dict,none,_graha_relation,none,unknown,false,stable,not found,
